_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.544 ; 11.739 ; 167 ; 2019-137T07:50:38.165Z ; 1.000
-0.544 ; 15.106 ; 024 ; 2018-355T13:21:45.801Z ; 1.000
-0.542 ;  9.728 ; 071 ; 2019-038T14:54:24.584Z ; 1.000
-0.542 ; 10.309 ; 181 ; 2019-151T15:31:27.021Z ; 1.000
-0.541 ;  9.896 ; 077 ; 2019-044T19:01:35.097Z ; 1.000
-0.541 ; 10.784 ; 216 ; 2019-187T14:53:56.960Z ; 1.000
-0.540 ;  9.263 ; 172 ; 2019-142T08:34:02.944Z ; 1.000
-0.540 ; 10.610 ; 201 ; 2019-172T04:54:28.602Z ; 1.000
-0.540 ; 11.159 ; 171 ; 2019-141T09:51:42.867Z ; 0.996
-0.540 ; 13.726 ; 102 ; 2019-070T15:22:14.896Z ; 1.000
-0.540 ; 14.528 ; 029 ; 2018-360T16:05:17.859Z ; 1.000
-0.539 ;  9.873 ; 080 ; 2019-047T20:58:29.233Z ; 1.000
-0.539 ; 11.099 ; 033 ; 2018-364T15:13:07.862Z ; 1.000
-0.539 ; 11.986 ; 195 ; 2019-166T02:23:52.635Z ; 1.000
-0.539 ; 12.089 ; 046 ; 2019-013T00:50:37.248Z ; 1.000
-0.538 ; 11.266 ; 179 ; 2019-149T15:12:00.767Z ; 1.000
-0.538 ; 12.324 ; 186 ; 2019-156T20:51:42.677Z ; 1.000
-0.538 ; 13.497 ; 151 ; 2019-120T23:11:38.573Z ; 1.000
-0.538 ; 13.922 ; 178 ; 2019-148T17:16:29.751Z ; 1.000
-0.537 ;  9.997 ; 176 ; 2019-146T11:56:10.110Z ; 1.000
-0.537 ; 10.209 ; 173 ; 2019-143T10:11:34.118Z ; 1.000
-0.537 ; 15.451 ; 020 ; 2018-351T11:03:28.887Z ; 1.000
-0.536 ;  8.827 ; 219 ; 2019-190T14:51:07.889Z ; 1.000
-0.536 ;  9.326 ; 181 ; 2019-151T14:30:52.610Z ; 1.000
-0.536 ; 12.584 ; 134 ; 2019-103T11:08:32.340Z ; 1.000
-0.535 ;  9.571 ; 069 ; 2019-036T13:25:46.542Z ; 1.000
-0.535 ; 12.578 ; 148 ; 2019-117T20:17:18.926Z ; 1.000
-0.535 ; 12.612 ; 216 ; 2019-187T16:46:40.482Z ; 1.000
-0.535 ; 12.978 ; 021 ; 2018-352T09:10:55.916Z ; 1.000
-0.534 ; 14.277 ; 043 ; 2019-010T01:06:27.239Z ; 1.000
-0.534 ; 15.012 ; 056 ; 2019-023T10:27:07.840Z ; 1.000
-0.533 ; 10.466 ; 137 ; 2019-106T10:55:43.271Z ; 1.000
-0.533 ; 11.474 ; 046 ; 2019-013T00:12:39.799Z ; 1.000
-0.533 ; 13.194 ; 211 ; 2019-182T14:06:12.147Z ; 1.000
-0.533 ; 15.116 ; 102 ; 2019-070T16:47:55.311Z ; 1.000
-0.532 ; 10.164 ; 200 ; 2019-171T03:47:47.471Z ; 1.000
-0.532 ; 10.518 ; 019 ; 2018-350T05:19:26.317Z ; 1.000
-0.532 ; 11.445 ; 046 ; 2019-013T00:10:53.302Z ; 1.000
-0.532 ; 11.712 ; 171 ; 2019-141T10:25:49.820Z ; 0.996
-0.532 ; 12.280 ; 206 ; 2019-177T09:53:38.417Z ; 1.000
-0.531 ; 15.149 ; 171 ; 2019-141T13:57:38.386Z ; 0.996
-0.530 ; 12.996 ; 072 ; 2019-039T18:55:23.679Z ; 1.000
-0.530 ; 14.010 ; 024 ; 2018-355T12:14:11.385Z ; 1.000
-0.530 ; 14.749 ; 205 ; 2019-176T11:46:34.226Z ; 1.000
-0.529 ; 12.650 ; 174 ; 2019-144T13:21:12.815Z ; 1.000
-0.529 ; 12.728 ; 017 ; 2018-348T06:15:52.561Z ; 1.000
-0.529 ; 12.788 ; 132 ; 2019-101T10:02:40.697Z ; 1.000
-0.529 ; 13.760 ; 191 ; 2019-162T01:36:20.434Z ; 1.000
-0.528 ;  9.569 ; 094 ; 2019-062T05:51:15.792Z ; 1.000
-0.528 ; 11.032 ; 181 ; 2019-151T16:15:59.953Z ; 1.000
-0.528 ; 11.188 ; 166 ; 2019-136T06:37:24.897Z ; 1.000
-0.528 ; 12.152 ; 190 ; 2019-160T23:18:00.902Z ; 1.000
-0.528 ; 12.693 ; 208 ; 2019-179T11:37:33.748Z ; 1.000
-0.528 ; 14.629 ; 033 ; 2018-364T18:50:46.112Z ; 1.000
-0.527 ;  9.628 ; 185 ; 2019-155T17:26:18.418Z ; 1.000
-0.527 ; 10.938 ; 150 ; 2019-119T19:54:39.407Z ; 1.000
-0.527 ; 12.459 ; 034 ; 2018-365T17:16:46.079Z ; 1.000
-0.527 ; 13.172 ; 215 ; 2019-186T16:41:55.670Z ; 1.000
-0.527 ; 14.332 ; 049 ; 2019-016T05:07:52.158Z ; 1.000
-0.527 ; 14.518 ; 070 ; 2019-037T19:10:10.679Z ; 1.000
-0.526 ; 12.361 ; 186 ; 2019-156T20:54:01.673Z ; 1.000
-0.526 ; 14.401 ; 027 ; 2018-358T14:37:49.206Z ; 1.000
-0.525 ;  9.019 ; 188 ; 2019-158T18:46:29.865Z ; 1.000
-0.525 ;  9.618 ; 204 ; 2019-175T05:51:04.951Z ; 1.000
-0.525 ; 10.633 ; 180 ; 2019-150T15:12:10.575Z ; 1.000
-0.525 ; 13.699 ; 037 ; 2019-003T20:32:27.985Z ; 0.671
-0.525 ; 15.020 ; 028 ; 2018-359T15:55:52.014Z ; 1.000
-0.525 ; 15.702 ; 069 ; 2019-036T19:43:41.618Z ; 1.000
-0.524 ; 10.512 ; 045 ; 2019-011T22:33:41.545Z ; 1.000
-0.524 ; 13.939 ; 034 ; 2018-365T18:47:58.469Z ; 1.000
-0.523 ; 11.128 ; 187 ; 2019-157T20:17:13.380Z ; 1.000
-0.523 ; 13.353 ; 175 ; 2019-145T14:43:47.153Z ; 1.000
-0.522 ; 11.193 ; 056 ; 2019-023T06:31:40.664Z ; 1.000
-0.522 ; 11.673 ; 218 ; 2019-189T17:07:17.874Z ; 1.000
-0.522 ; 13.335 ; 058 ; 2019-025T10:02:53.032Z ; 1.000
-0.522 ; 15.187 ; 124 ; 2019-093T07:16:32.465Z ; 1.000
-0.521 ;  9.251 ; 102 ; 2019-070T10:46:23.234Z ; 1.000
-0.521 ; 12.078 ; 173 ; 2019-143T12:06:44.562Z ; 1.000
-0.521 ; 12.169 ; 033 ; 2018-364T16:19:06.780Z ; 1.000
-0.521 ; 13.291 ; 172 ; 2019-142T12:42:19.219Z ; 1.000
-0.520 ;  8.371 ; 184 ; 2019-154T15:29:36.913Z ; 1.000
-0.520 ; 12.437 ; 081 ; 2019-049T00:15:57.300Z ; 1.000
-0.519 ; 13.246 ; 204 ; 2019-175T09:34:42.856Z ; 1.000
-0.518 ; 10.729 ; 216 ; 2019-187T14:50:34.365Z ; 1.000
-0.518 ; 12.147 ; 038 ; 2019-004T19:36:31.530Z ; 1.000
-0.518 ; 12.480 ; 207 ; 2019-178T10:45:13.502Z ; 1.000
-0.518 ; 13.031 ; 200 ; 2019-171T06:44:30.015Z ; 1.000
-0.518 ; 13.799 ; 215 ; 2019-186T17:20:31.316Z ; 1.000
-0.518 ; 14.786 ; 184 ; 2019-154T22:05:03.345Z ; 1.000
-0.518 ; 15.299 ; 027 ; 2018-358T15:33:12.156Z ; 1.000
-0.517 ; 12.600 ; 129 ; 2019-098T07:53:21.938Z ; 1.000
-0.516 ;  9.707 ; 156 ; 2019-125T22:34:03.797Z ; 1.000
-0.516 ; 11.943 ; 204 ; 2019-175T08:14:24.455Z ; 1.000
-0.516 ; 13.254 ; 200 ; 2019-171T06:58:12.497Z ; 1.000
-0.515 ; 10.905 ; 212 ; 2019-183T12:24:22.150Z ; 1.000
-0.515 ; 11.107 ; 131 ; 2019-100T07:39:47.664Z ; 1.000
-0.515 ; 14.635 ; 125 ; 2019-094T07:21:49.172Z ; 1.000
-0.515 ; 14.975 ; 050 ; 2019-017T06:27:09.515Z ; 1.000
-0.514 ;  9.071 ; 195 ; 2019-165T23:24:15.768Z ; 1.000
-0.514 ; 11.913 ; 026 ; 2018-357T11:24:35.537Z ; 1.000
-0.514 ; 12.570 ; 165 ; 2019-135T07:23:26.394Z ; 1.000
-0.514 ; 13.177 ; 160 ; 2019-130T04:44:47.666Z ; 1.000
-0.513 ; 14.512 ; 096 ; 2019-064T12:14:40.350Z ; 1.000
-0.512 ; 11.869 ; 159 ; 2019-129T02:44:55.863Z ; 1.000
-0.512 ; 13.242 ; 211 ; 2019-182T14:09:13.043Z ; 1.000
-0.512 ; 14.483 ; 184 ; 2019-154T21:46:22.467Z ; 1.000
-0.512 ; 14.836 ; 186 ; 2019-156T23:26:33.171Z ; 1.000
-0.511 ; 10.462 ; 154 ; 2019-123T22:02:12.304Z ; 1.000
-0.511 ; 12.322 ; 047 ; 2019-014T01:44:40.275Z ; 1.000
-0.511 ; 12.768 ; 167 ; 2019-137T08:54:01.083Z ; 1.000
-0.511 ; 12.852 ; 187 ; 2019-157T22:03:29.222Z ; 1.000
-0.510 ; 10.468 ; 218 ; 2019-189T15:53:02.691Z ; 1.000
-0.510 ; 11.611 ; 161 ; 2019-131T03:47:30.236Z ; 1.000
-0.510 ; 14.311 ; 088 ; 2019-056T06:47:17.957Z ; 1.000
-0.509 ; 11.234 ; 190 ; 2019-160T22:21:24.486Z ; 1.000
-0.509 ; 11.841 ; 205 ; 2019-176T08:47:18.161Z ; 1.000
-0.509 ; 12.610 ; 203 ; 2019-174T08:16:15.042Z ; 1.000
-0.508 ;  9.640 ; 199 ; 2019-170T02:36:14.416Z ; 1.000
-0.508 ; 10.251 ; 180 ; 2019-150T14:48:37.211Z ; 1.000
-0.508 ; 10.450 ; 150 ; 2019-119T19:24:36.944Z ; 1.000
-0.508 ; 11.221 ; 218 ; 2019-189T16:39:25.019Z ; 1.000
-0.508 ; 14.174 ; 016 ; 2018-347T07:05:03.500Z ; 1.000
-0.508 ; 14.226 ; 165 ; 2019-135T09:05:29.287Z ; 1.000
-0.507 ; 10.226 ; 017 ; 2018-348T03:41:34.778Z ; 1.000
-0.507 ; 11.242 ; 156 ; 2019-126T00:08:42.158Z ; 1.000
-0.507 ; 11.721 ; 041 ; 2019-007T21:09:26.372Z ; 1.000
-0.507 ; 12.375 ; 102 ; 2019-070T13:58:55.486Z ; 1.000
-0.507 ; 13.482 ; 166 ; 2019-136T08:58:49.221Z ; 1.000
-0.507 ; 14.826 ; 165 ; 2019-135T09:42:29.254Z ; 1.000
-0.506 ; 10.633 ; 185 ; 2019-155T18:28:18.118Z ; 1.000
-0.506 ; 13.086 ; 210 ; 2019-181T13:20:16.916Z ; 1.000
-0.505 ; 11.274 ; 166 ; 2019-136T06:42:46.391Z ; 1.000
-0.505 ; 13.449 ; 017 ; 2018-348T07:00:20.006Z ; 1.000
-0.504 ; 10.011 ; 215 ; 2019-186T13:27:04.671Z ; 1.000
-0.504 ; 10.454 ; 142 ; 2019-111T14:11:06.297Z ; 1.000
-0.504 ; 11.350 ; 158 ; 2019-128T01:33:45.099Z ; 1.000
-0.504 ; 12.436 ; 196 ; 2019-167T03:30:51.633Z ; 1.000
-0.504 ; 12.906 ; 194 ; 2019-165T02:41:22.916Z ; 1.000
-0.504 ; 13.137 ; 125 ; 2019-094T05:49:27.288Z ; 1.000
-0.504 ; 13.683 ; 037 ; 2019-003T20:31:31.486Z ; 0.671
-0.504 ; 15.714 ; 020 ; 2018-351T11:19:44.874Z ; 1.000
-0.503 ;  9.026 ; 212 ; 2019-183T10:28:35.534Z ; 1.000
-0.503 ; 11.005 ; 166 ; 2019-136T06:26:09.412Z ; 1.000
-0.503 ; 11.593 ; 202 ; 2019-173T06:34:18.974Z ; 1.000
-0.503 ; 12.916 ; 169 ; 2019-139T10:21:36.909Z ; 1.000
-0.503 ; 13.384 ; 210 ; 2019-181T13:38:39.892Z ; 1.000
-0.503 ; 13.603 ; 215 ; 2019-186T17:08:28.933Z ; 1.000
-0.503 ; 13.711 ; 175 ; 2019-145T15:05:50.461Z ; 1.000
-0.503 ; 15.406 ; 099 ; 2019-067T15:07:48.060Z ; 1.000
-0.502 ; 10.179 ; 199 ; 2019-170T03:09:29.666Z ; 1.000
-0.502 ; 11.029 ; 214 ; 2019-185T13:50:31.928Z ; 1.000
-0.502 ; 15.953 ; 027 ; 2018-358T16:13:32.122Z ; 1.000
-0.501 ;  9.434 ; 052 ; 2019-019T02:04:49.202Z ; 1.000
-0.501 ; 11.057 ; 168 ; 2019-138T07:47:46.924Z ; 1.000
-0.501 ; 11.499 ; 194 ; 2019-165T01:14:40.048Z ; 1.000
-0.501 ; 11.703 ; 212 ; 2019-183T13:13:33.573Z ; 1.000
-0.501 ; 12.811 ; 057 ; 2019-024T08:50:59.281Z ; 1.000
-0.500 ;  9.131 ; 033 ; 2018-364T13:11:46.521Z ; 1.000
-0.500 ; 10.834 ; 197 ; 2019-168T02:31:22.056Z ; 1.000
-0.500 ; 11.319 ; 033 ; 2018-364T15:26:40.344Z ; 1.000
-0.500 ; 11.979 ; 183 ; 2019-153T18:32:47.181Z ; 1.000
-0.500 ; 12.977 ; 202 ; 2019-173T07:59:36.954Z ; 1.000
-0.500 ; 13.406 ; 070 ; 2019-037T18:01:39.242Z ; 1.000
-0.500 ; 16.017 ; 178 ; 2019-148T19:25:35.218Z ; 1.000
-0.499 ;  9.244 ; 194 ; 2019-164T22:55:40.164Z ; 1.000
-0.499 ; 12.552 ; 203 ; 2019-174T08:12:41.347Z ; 1.000
-0.498 ; 10.571 ; 204 ; 2019-175T06:49:47.369Z ; 1.000
-0.498 ; 11.805 ; 147 ; 2019-116T18:50:29.234Z ; 1.000
-0.497 ;  8.902 ; 048 ; 2019-014T22:53:25.524Z ; 0.997
-0.497 ; 10.830 ; 211 ; 2019-182T11:40:30.171Z ; 1.000
-0.497 ; 12.336 ; 176 ; 2019-146T14:20:19.821Z ; 1.000
-0.497 ; 12.577 ; 214 ; 2019-185T15:25:57.684Z ; 1.000
-0.497 ; 15.189 ; 095 ; 2019-063T12:17:00.121Z ; 1.000
-0.496 ; 11.530 ; 128 ; 2019-097T06:08:09.989Z ; 1.000
-0.496 ; 12.402 ; 173 ; 2019-143T12:26:43.337Z ; 1.000
-0.495 ; 15.474 ; 025 ; 2018-356T14:24:18.918Z ; 1.000
-0.494 ; 10.356 ; 185 ; 2019-155T18:11:11.747Z ; 1.000
-0.494 ; 10.433 ; 046 ; 2019-012T23:08:30.888Z ; 1.000
-0.494 ; 10.898 ; 168 ; 2019-138T07:37:59.238Z ; 1.000
-0.494 ; 12.409 ; 175 ; 2019-145T13:45:37.618Z ; 1.000
-0.494 ; 14.420 ; 088 ; 2019-056T06:54:01.950Z ; 1.000
-0.493 ; 11.623 ; 216 ; 2019-187T15:45:39.276Z ; 1.000
-0.492 ; 10.751 ; 196 ; 2019-167T01:46:59.472Z ; 1.000
-0.492 ; 11.275 ; 161 ; 2019-131T03:26:47.264Z ; 1.000
-0.492 ; 11.580 ; 211 ; 2019-182T12:26:44.797Z ; 1.000
-0.492 ; 15.493 ; 016 ; 2018-347T08:26:24.938Z ; 1.000
-0.491 ; 10.374 ; 201 ; 2019-172T04:39:56.523Z ; 1.000
-0.491 ; 11.373 ; 044 ; 2019-010T22:47:07.373Z ; 1.000
-0.491 ; 12.442 ; 055 ; 2019-022T07:09:03.332Z ; 1.000
-0.491 ; 13.278 ; 188 ; 2019-158T23:08:57.565Z ; 1.000
-0.491 ; 13.636 ; 026 ; 2018-357T13:10:48.414Z ; 1.000
-0.491 ; 14.077 ; 182 ; 2019-152T20:02:54.139Z ; 1.000
-0.490 ; 10.842 ; 192 ; 2019-162T23:15:43.691Z ; 1.000
-0.490 ; 11.655 ; 149 ; 2019-118T19:59:40.320Z ; 1.000
-0.490 ; 13.932 ; 198 ; 2019-169T06:21:31.209Z ; 1.000
-0.490 ; 14.990 ; 050 ; 2019-017T06:28:04.514Z ; 1.000
-0.489 ; 10.240 ; 095 ; 2019-063T07:11:58.943Z ; 1.000
-0.489 ; 10.476 ; 192 ; 2019-162T22:53:10.625Z ; 1.000
-0.489 ; 10.546 ; 170 ; 2019-140T08:34:42.524Z ; 1.000
-0.489 ; 13.429 ; 112 ; 2019-080T21:45:19.708Z ; 0.987
-0.489 ; 14.078 ; 042 ; 2019-009T00:14:29.092Z ; 1.000
-0.488 ; 10.287 ; 019 ; 2018-350T05:05:11.837Z ; 1.000
-0.488 ; 10.717 ; 219 ; 2019-190T16:47:36.901Z ; 1.000
-0.488 ; 11.339 ; 185 ; 2019-155T19:11:48.847Z ; 1.000
-0.488 ; 13.041 ; 152 ; 2019-121T23:22:44.502Z ; 1.000
-0.488 ; 13.354 ; 186 ; 2019-156T21:55:11.687Z ; 1.000
-0.487 ; 11.535 ; 145 ; 2019-114T17:15:23.295Z ; 1.000
-0.487 ; 12.545 ; 015 ; 2018-346T04:44:40.779Z ; 1.000
-0.486 ; 12.716 ; 175 ; 2019-145T14:04:30.832Z ; 1.000
-0.486 ; 13.114 ; 181 ; 2019-151T18:24:21.266Z ; 1.000
-0.485 ;  9.291 ; 100 ; 2019-068T09:30:11.433Z ; 1.000
-0.485 ; 10.057 ; 208 ; 2019-179T08:55:05.505Z ; 1.000
-0.485 ; 11.016 ; 202 ; 2019-173T05:58:46.625Z ; 1.000
-0.485 ; 11.293 ; 195 ; 2019-166T01:41:11.688Z ; 1.000
-0.485 ; 11.900 ; 142 ; 2019-111T15:40:14.176Z ; 1.000
-0.484 ; 11.579 ; 160 ; 2019-130T03:06:16.281Z ; 1.000
-0.484 ; 12.553 ; 024 ; 2018-355T10:44:20.508Z ; 1.000
-0.484 ; 12.676 ; 206 ; 2019-177T10:18:01.583Z ; 1.000
-0.484 ; 13.498 ; 208 ; 2019-179T12:27:11.276Z ; 1.000
-0.484 ; 14.762 ; 016 ; 2018-347T07:41:21.471Z ; 1.000
-0.483 ; 10.702 ; 021 ; 2018-352T06:50:33.099Z ; 1.000
-0.483 ; 11.558 ; 191 ; 2019-161T23:20:37.916Z ; 1.000
-0.482 ;  8.826 ; 134 ; 2019-103T07:16:55.140Z ; 1.000
-0.482 ; 10.856 ; 151 ; 2019-120T20:28:51.783Z ; 1.000
-0.482 ; 11.537 ; 179 ; 2019-149T15:28:41.743Z ; 1.000
-0.481 ;  9.653 ; 188 ; 2019-158T19:25:31.706Z ; 1.000
-0.481 ; 12.008 ; 176 ; 2019-146T14:00:05.146Z ; 1.000
-0.481 ; 13.547 ; 096 ; 2019-064T11:15:09.898Z ; 1.000
-0.480 ;  8.901 ; 179 ; 2019-149T12:46:15.366Z ; 1.000
-0.480 ;  9.908 ; 139 ; 2019-108T11:39:44.752Z ; 1.000
-0.480 ; 10.349 ; 082 ; 2019-049T22:46:40.904Z ; 1.000
-0.480 ; 10.816 ; 192 ; 2019-162T23:14:08.693Z ; 1.000
-0.480 ; 12.251 ; 201 ; 2019-172T06:35:37.354Z ; 1.000
-0.480 ; 13.229 ; 096 ; 2019-064T10:55:33.914Z ; 1.000
-0.479 ; 10.199 ; 210 ; 2019-181T10:22:20.465Z ; 1.000
-0.479 ; 11.239 ; 214 ; 2019-185T14:03:28.307Z ; 1.000
-0.479 ; 11.473 ; 210 ; 2019-181T11:40:52.652Z ; 1.000
-0.479 ; 11.941 ; 066 ; 2019-033T13:53:21.108Z ; 0.805
-0.479 ; 13.199 ; 118 ; 2019-087T01:18:28.121Z ; 1.000
-0.479 ; 15.122 ; 204 ; 2019-175T11:30:18.729Z ; 1.000
-0.478 ; 10.528 ; 119 ; 2019-087T23:13:05.852Z ; 1.000
-0.478 ; 10.967 ; 167 ; 2019-137T07:03:02.232Z ; 1.000
-0.477 ;  9.706 ; 194 ; 2019-164T23:24:09.920Z ; 1.000
-0.477 ; 13.929 ; 105 ; 2019-073T17:32:39.865Z ; 1.000
-0.476 ;  9.941 ; 202 ; 2019-173T04:52:30.222Z ; 1.000
-0.476 ; 10.229 ; 176 ; 2019-146T12:10:25.391Z ; 1.000
-0.476 ; 11.733 ; 021 ; 2018-352T07:54:08.013Z ; 1.000
-0.476 ; 12.306 ; 198 ; 2019-169T04:41:17.544Z ; 1.000
-0.475 ; 10.306 ; 190 ; 2019-160T21:24:12.875Z ; 1.000
-0.475 ; 10.929 ; 179 ; 2019-149T14:51:15.495Z ; 1.000
-0.475 ; 11.648 ; 028 ; 2018-359T12:27:55.236Z ; 1.000
-0.474 ; 11.637 ; 113 ; 2019-081T20:25:48.967Z ; 1.000
-0.474 ; 13.149 ; 213 ; 2019-184T15:21:59.356Z ; 1.000
-0.474 ; 13.572 ; 134 ; 2019-103T12:09:26.767Z ; 1.000
-0.474 ; 14.807 ; 160 ; 2019-130T06:25:14.064Z ; 1.000
-0.473 ;  9.327 ; 134 ; 2019-103T07:47:49.598Z ; 1.000
-0.473 ; 11.237 ; 019 ; 2018-350T06:03:44.755Z ; 1.000
-0.473 ; 12.187 ; 028 ; 2018-359T13:01:08.692Z ; 1.000
-0.473 ; 13.570 ; 202 ; 2019-173T08:36:10.605Z ; 1.000
-0.473 ; 14.183 ; 015 ; 2018-346T06:25:42.160Z ; 1.000
-0.472 ;  9.945 ; 206 ; 2019-177T07:29:43.434Z ; 1.000
-0.472 ; 10.436 ; 171 ; 2019-141T09:07:07.428Z ; 0.996
-0.472 ; 10.789 ; 153 ; 2019-122T21:43:08.961Z ; 1.000
-0.472 ; 11.120 ; 190 ; 2019-160T22:14:25.496Z ; 1.000
-0.472 ; 14.228 ; 175 ; 2019-145T15:37:40.365Z ; 1.000
-0.471 ;  9.953 ; 021 ; 2018-352T06:04:23.663Z ; 1.000
-0.471 ; 10.702 ; 218 ; 2019-189T16:07:25.069Z ; 1.000
-0.471 ; 12.799 ; 191 ; 2019-162T00:37:05.610Z ; 1.000
-0.471 ; 13.190 ; 037 ; 2019-003T20:01:06.020Z ; 0.671
-0.471 ; 13.734 ; 035 ; 2019-001T19:15:09.780Z ; 1.000
-0.471 ; 14.349 ; 176 ; 2019-146T16:24:24.579Z ; 1.000
-0.470 ;  8.709 ; 210 ; 2019-181T08:50:30.501Z ; 1.000
-0.470 ; 12.086 ; 119 ; 2019-088T00:49:05.724Z ; 1.000
-0.470 ; 15.641 ; 159 ; 2019-129T06:37:25.115Z ; 1.000
-0.469 ; 11.259 ; 191 ; 2019-161T23:02:10.746Z ; 1.000
-0.469 ; 12.483 ; 190 ; 2019-160T23:38:24.173Z ; 1.000
-0.469 ; 13.079 ; 197 ; 2019-168T04:49:43.566Z ; 1.000
-0.469 ; 13.129 ; 185 ; 2019-155T21:02:08.584Z ; 1.000
-0.469 ; 14.679 ; 065 ; 2019-032T16:02:34.120Z ; 1.000
-0.468 ; 11.174 ; 028 ; 2018-359T11:58:44.277Z ; 1.000
-0.468 ; 11.239 ; 218 ; 2019-189T16:40:32.817Z ; 1.000
-0.468 ; 11.274 ; 207 ; 2019-178T09:30:51.108Z ; 1.000
-0.468 ; 11.471 ; 184 ; 2019-154T18:40:40.920Z ; 1.000
-0.468 ; 12.400 ; 141 ; 2019-110T15:31:48.133Z ; 1.000
-0.468 ; 13.154 ; 125 ; 2019-094T05:50:29.787Z ; 1.000
-0.467 ;  9.803 ; 138 ; 2019-107T10:54:03.496Z ; 1.000
-0.467 ; 10.417 ; 097 ; 2019-065T08:41:36.209Z ; 1.000
-0.467 ; 12.042 ; 206 ; 2019-177T09:38:57.038Z ; 1.000
-0.467 ; 12.088 ; 197 ; 2019-168T03:48:39.348Z ; 1.000
-0.467 ; 12.347 ; 103 ; 2019-071T14:36:32.870Z ; 1.000
-0.466 ;  9.208 ; 137 ; 2019-106T09:38:11.869Z ; 1.000
-0.466 ; 10.433 ; 185 ; 2019-155T18:15:57.839Z ; 1.000
-0.466 ; 11.126 ; 207 ; 2019-178T09:21:44.022Z ; 1.000
-0.466 ; 12.839 ; 048 ; 2019-015T02:56:11.714Z ; 0.997
-0.466 ; 14.466 ; 055 ; 2019-022T09:13:49.692Z ; 1.000
-0.465 ;  9.273 ; 043 ; 2019-009T19:57:57.098Z ; 1.000
-0.465 ;  9.517 ; 043 ; 2019-009T20:12:57.078Z ; 1.000
-0.465 ; 10.206 ; 209 ; 2019-180T09:43:33.202Z ; 1.000
-0.465 ; 10.582 ; 081 ; 2019-048T22:21:37.457Z ; 1.000
-0.465 ; 11.213 ; 033 ; 2018-364T15:20:10.352Z ; 1.000
-0.465 ; 11.944 ; 187 ; 2019-157T21:07:31.905Z ; 1.000
-0.465 ; 12.044 ; 049 ; 2019-016T02:46:47.812Z ; 1.000
-0.465 ; 15.212 ; 181 ; 2019-151T20:33:37.009Z ; 1.000
-0.464 ; 10.113 ; 068 ; 2019-035T13:19:39.846Z ; 1.000
-0.464 ; 10.226 ; 155 ; 2019-124T22:26:53.051Z ; 1.000
-0.464 ; 10.411 ; 200 ; 2019-171T04:02:58.347Z ; 1.000
-0.464 ; 10.692 ; 219 ; 2019-190T16:46:06.103Z ; 1.000
-0.464 ; 11.154 ; 216 ; 2019-187T15:16:45.423Z ; 1.000
-0.463 ;  9.900 ; 174 ; 2019-144T10:31:45.649Z ; 1.000
-0.463 ; 11.791 ; 167 ; 2019-137T07:53:48.660Z ; 1.000
-0.463 ; 13.743 ; 216 ; 2019-187T17:56:20.982Z ; 1.000
-0.462 ; 12.771 ; 188 ; 2019-158T22:37:41.209Z ; 1.000
-0.462 ; 13.482 ; 062 ; 2019-029T12:50:10.427Z ; 1.000
-0.462 ; 14.507 ; 193 ; 2019-164T03:40:50.011Z ; 1.000
-0.461 ;  9.566 ; 119 ; 2019-087T22:13:49.935Z ; 1.000
-0.461 ; 11.156 ; 169 ; 2019-139T08:33:07.343Z ; 1.000
-0.461 ; 11.525 ; 190 ; 2019-160T22:39:23.060Z ; 1.000
-0.461 ; 12.621 ; 026 ; 2018-357T12:08:15.483Z ; 1.000
-0.461 ; 14.364 ; 026 ; 2018-357T13:55:42.869Z ; 1.000
-0.461 ; 14.666 ; 216 ; 2019-187T18:53:12.406Z ; 1.000
-0.460 ;  8.754 ; 171 ; 2019-141T07:23:27.267Z ; 0.996
-0.460 ; 10.171 ; 175 ; 2019-145T11:27:38.794Z ; 1.000
-0.460 ; 10.797 ; 219 ; 2019-190T16:52:33.093Z ; 1.000
-0.460 ; 11.180 ; 175 ; 2019-145T12:29:49.654Z ; 1.000
-0.460 ; 11.184 ; 099 ; 2019-067T10:47:32.837Z ; 1.000
-0.460 ; 11.538 ; 044 ; 2019-010T22:57:16.860Z ; 1.000
-0.460 ; 12.595 ; 190 ; 2019-160T23:45:17.764Z ; 1.000
-0.460 ; 15.137 ; 014 ; 2018-345T06:52:55.310Z ; 0.790
-0.459 ;  9.683 ; 186 ; 2019-156T18:08:57.426Z ; 1.000
-0.459 ; 10.473 ; 049 ; 2019-016T01:09:55.433Z ; 1.000
-0.459 ; 10.914 ; 171 ; 2019-141T09:36:35.488Z ; 0.996
-0.459 ; 11.912 ; 155 ; 2019-125T00:10:47.401Z ; 1.000
-0.459 ; 12.179 ; 193 ; 2019-164T01:17:19.174Z ; 1.000
-0.459 ; 13.977 ; 220 ; 2019-191T20:47:50.930Z ; 1.000
-0.458 ; 10.031 ; 211 ; 2019-182T10:51:13.951Z ; 1.000
-0.458 ; 10.455 ; 147 ; 2019-116T17:27:16.850Z ; 1.000
-0.458 ; 10.721 ; 201 ; 2019-172T05:01:18.892Z ; 1.000
-0.458 ; 10.864 ; 207 ; 2019-178T09:05:34.943Z ; 1.000
-0.458 ; 11.473 ; 171 ; 2019-141T10:11:04.441Z ; 0.996
-0.458 ; 11.834 ; 055 ; 2019-022T06:31:36.377Z ; 1.000
